,date,fertiliser_type,fertiliser_price,month_year,month,year,phosphate_price,urea_price,milk_price,gas_price,potassium_price,Consumer Price Index
12133,2022-02-01,Compound 8-5-18,776.0,2022-02,2,2022,152.1,656.15,0.49,4.11,698.22,1.207313213
12134,2022-02-01,Compound 20-4-10,742.0,2022-02,2,2022,152.1,656.15,0.49,4.11,698.22,1.207313213
12135,2022-02-01,Sulphate of Ammonia (21%),465.6797223599405,2022-02,2,2022,152.1,656.15,0.49,4.11,698.22,1.207313213
12137,2022-02-01,Compound 10-5-25,782.0,2022-02,2,2022,152.1,656.15,0.49,4.11,698.22,1.207313213
12138,2022-02-01,Compound 13-6-20,781.0,2022-02,2,2022,152.1,656.15,0.49,4.11,698.22,1.207313213
12139,2022-02-01,Compound 15-3-20,770.0,2022-02,2,2022,152.1,656.15,0.49,4.11,698.22,1.207313213
12141,2022-02-01,Compound 24-2.2-4.5,748.0,2022-02,2,2022,152.1,656.15,0.49,4.11,698.22,1.207313213
12142,2022-02-01,Compound 19-0-15,750.0,2022-02,2,2022,152.1,656.15,0.49,4.11,698.22,1.207313213
12143,2022-02-01,Compound 25-4-0,764.0,2022-02,2,2022,152.1,656.15,0.49,4.11,698.22,1.207313213
12144,2022-03-01,Calcium Ammonium Nitrate (27.5% N),799.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12145,2022-03-01,Urea (46% N),1016.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12147,2022-03-01,Muriate of Potash (50% K),851.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12148,2022-03-01,Compound 0-10-20,823.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12149,2022-03-01,Compound 0-7-30,853.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12150,2022-03-01,Compound 7-6-17,945.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12151,2022-03-01,Compound 10-10-20,865.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12152,2022-03-01,Compound 14-7-14,889.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12153,2022-03-01,Compound 18-6-12,843.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12154,2022-03-01,Compound 24-2.5-10,894.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12155,2022-03-01,Compound 27-2.5-5,888.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12157,2022-03-01,Compound 8-5-18,876.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12158,2022-03-01,Compound 20-4-10,854.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12159,2022-03-01,Sulphate of Ammonia (21%),465.6797223599405,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12161,2022-03-01,Compound 10-5-25,910.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12162,2022-03-01,Compound 13-6-20,906.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12163,2022-03-01,Compound 15-3-20,874.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12165,2022-03-01,Compound 24-2.2-4.5,866.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12166,2022-03-01,Compound 19-0-15,832.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12167,2022-03-01,Compound 25-4-0,873.0,2022-03,3,2022,162.23,791.85,,4.43,887.14,1.923552886
12168,2022-04-01,Calcium Ammonium Nitrate (27.5% N),970.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12169,2022-04-01,Urea (46% N),1157.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12171,2022-04-01,Muriate of Potash (50% K),868.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12172,2022-04-01,Compound 0-10-20,883.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12173,2022-04-01,Compound 0-7-30,909.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12174,2022-04-01,Compound 7-6-17,960.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12175,2022-04-01,Compound 10-10-20,993.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12176,2022-04-01,Compound 14-7-14,956.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12177,2022-04-01,Compound 18-6-12,984.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12178,2022-04-01,Compound 24-2.5-10,1042.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12179,2022-04-01,Compound 27-2.5-5,1037.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12181,2022-04-01,Compound 8-5-18,984.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12182,2022-04-01,Compound 20-4-10,946.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12183,2022-04-01,Sulphate of Ammonia (21%),465.6797223599405,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12185,2022-04-01,Compound 10-5-25,951.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12186,2022-04-01,Compound 13-6-20,957.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12187,2022-04-01,Compound 15-3-20,943.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12189,2022-04-01,Compound 24-2.2-4.5,965.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12190,2022-04-01,Compound 19-0-15,911.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12191,2022-04-01,Compound 25-4-0,942.0,2022-04,4,2022,230.6,854.92,,6.04,1110.94,1.869900992
12192,2022-05-01,Calcium Ammonium Nitrate (27.5% N),964.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12193,2022-05-01,Urea (46% N),1140.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12195,2022-05-01,Muriate of Potash (50% K),906.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12196,2022-05-01,Compound 0-10-20,896.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12197,2022-05-01,Compound 0-7-30,924.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12198,2022-05-01,Compound 7-6-17,953.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12199,2022-05-01,Compound 10-10-20,982.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12200,2022-05-01,Compound 14-7-14,962.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12201,2022-05-01,Compound 18-6-12,972.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12202,2022-05-01,Compound 24-2.5-10,1014.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12203,2022-05-01,Compound 27-2.5-5,1012.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12205,2022-05-01,Compound 8-5-18,991.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12206,2022-05-01,Compound 20-4-10,955.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12207,2022-05-01,Sulphate of Ammonia (21%),465.6797223599405,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12209,2022-05-01,Compound 10-5-25,960.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12210,2022-05-01,Compound 13-6-20,465.6797223599405,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12211,2022-05-01,Compound 15-3-20,949.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12213,2022-05-01,Compound 24-2.2-4.5,940.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12214,2022-05-01,Compound 19-0-15,914.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12215,2022-05-01,Compound 25-4-0,938.0,2022-05,5,2022,241.28,669.42,,7.7,1107.03,2.363573089
12216,2022-06-01,Calcium Ammonium Nitrate (27.5% N),878.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12217,2022-06-01,Urea (46% N),1059.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12219,2022-06-01,Muriate of Potash (50% K),883.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12220,2022-06-01,Compound 0-10-20,880.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12221,2022-06-01,Compound 0-7-30,904.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12222,2022-06-01,Compound 7-6-17,940.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12223,2022-06-01,Compound 10-10-20,946.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12224,2022-06-01,Compound 14-7-14,892.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12225,2022-06-01,Compound 18-6-12,924.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12226,2022-06-01,Compound 24-2.5-10,964.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12227,2022-06-01,Compound 27-2.5-5,954.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12229,2022-06-01,Compound 8-5-18,933.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12230,2022-06-01,Compound 20-4-10,929.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12231,2022-06-01,Sulphate of Ammonia (21%),465.6797223599405,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12233,2022-06-01,Compound 10-5-25,901.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12234,2022-06-01,Compound 13-6-20,465.6797223599405,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12235,2022-06-01,Compound 15-3-20,879.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12237,2022-06-01,Compound 24-2.2-4.5,913.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12238,2022-06-01,Compound 19-0-15,860.0,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12239,2022-06-01,Compound 25-4-0,465.6797223599405,2022-06,6,2022,272.08,652.98,,7.26,1042.77,2.49454735
12240,2022-07-01,Calcium Ammonium Nitrate (27.5% N),841.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12241,2022-07-01,Urea (46% N),1023.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12243,2022-07-01,Muriate of Potash (50% K),902.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12244,2022-07-01,Compound 0-10-20,883.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12245,2022-07-01,Compound 0-7-30,902.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12246,2022-07-01,Compound 7-6-17,934.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12247,2022-07-01,Compound 10-10-20,936.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12248,2022-07-01,Compound 14-7-14,884.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12249,2022-07-01,Compound 18-6-12,906.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12250,2022-07-01,Compound 24-2.5-10,941.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12251,2022-07-01,Compound 27-2.5-5,930.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12253,2022-07-01,Compound 8-5-18,917.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12254,2022-07-01,Compound 20-4-10,908.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12255,2022-07-01,Sulphate of Ammonia (21%),465.6797223599405,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12257,2022-07-01,Compound 10-5-25,901.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12258,2022-07-01,Compound 13-6-20,869.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12259,2022-07-01,Compound 15-3-20,866.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12261,2022-07-01,Compound 24-2.2-4.5,889.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12262,2022-07-01,Compound 19-0-15,843.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12263,2022-07-01,Compound 25-4-0,917.0,2022-07,7,2022,314.83,591.29,,7.14,996.63,2.317228071
12264,2022-08-01,Calcium Ammonium Nitrate (27.5% N),846.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12265,2022-08-01,Urea (46% N),1015.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12267,2022-08-01,Muriate of Potash (50% K),912.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12268,2022-08-01,Compound 0-10-20,904.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12269,2022-08-01,Compound 0-7-30,906.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12270,2022-08-01,Compound 7-6-17,962.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12271,2022-08-01,Compound 10-10-20,950.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12272,2022-08-01,Compound 14-7-14,890.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12273,2022-08-01,Compound 18-6-12,915.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12274,2022-08-01,Compound 24-2.5-10,944.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12275,2022-08-01,Compound 27-2.5-5,942.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12277,2022-08-01,Compound 8-5-18,915.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12278,2022-08-01,Compound 20-4-10,908.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12279,2022-08-01,Sulphate of Ammonia (21%),465.6797223599405,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12281,2022-08-01,Compound 10-5-25,906.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12282,2022-08-01,Compound 13-6-20,869.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12283,2022-08-01,Compound 15-3-20,873.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12285,2022-08-01,Compound 24-2.2-4.5,897.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12286,2022-08-01,Compound 19-0-15,855.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12287,2022-08-01,Compound 25-4-0,917.0,2022-08,8,2022,315.99,583.83,,8.68,877.6,2.131450373
12288,2022-09-01,Calcium Ammonium Nitrate (27.5% N),861.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12289,2022-09-01,Urea (46% N),1012.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12291,2022-09-01,Muriate of Potash (50% K),914.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12292,2022-09-01,Compound 0-10-20,922.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12293,2022-09-01,Compound 0-7-30,925.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12294,2022-09-01,Compound 7-6-17,987.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12295,2022-09-01,Compound 10-10-20,964.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12296,2022-09-01,Compound 14-7-14,907.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12297,2022-09-01,Compound 18-6-12,932.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12298,2022-09-01,Compound 24-2.5-10,957.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12299,2022-09-01,Compound 27-2.5-5,949.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12301,2022-09-01,Compound 8-5-18,935.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12302,2022-09-01,Compound 20-4-10,933.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12303,2022-09-01,Sulphate of Ammonia (21%),465.6797223599405,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12305,2022-09-01,Compound 10-5-25,926.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12306,2022-09-01,Compound 13-6-20,889.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12307,2022-09-01,Compound 15-3-20,891.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12309,2022-09-01,Compound 24-2.2-4.5,894.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12310,2022-09-01,Compound 19-0-15,865.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12311,2022-09-01,Compound 25-4-0,929.0,2022-09,9,2022,323.22,684.83,,7.84,738.36,2.187463642
12312,2022-10-01,Calcium Ammonium Nitrate (27.5% N),883.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12313,2022-10-01,Urea (46% N),1016.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12315,2022-10-01,Muriate of Potash (50% K),944.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12316,2022-10-01,Compound 0-10-20,947.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12317,2022-10-01,Compound 0-7-30,951.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12318,2022-10-01,Compound 7-6-17,1008.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12319,2022-10-01,Compound 10-10-20,1007.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12320,2022-10-01,Compound 14-7-14,996.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12321,2022-10-01,Compound 18-6-12,968.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12322,2022-10-01,Compound 24-2.5-10,983.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12323,2022-10-01,Compound 27-2.5-5,977.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12325,2022-10-01,Compound 8-5-18,970.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12326,2022-10-01,Compound 20-4-10,958.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12327,2022-10-01,Sulphate of Ammonia (21%),465.6797223599405,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12329,2022-10-01,Compound 10-5-25,979.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12330,2022-10-01,Compound 13-6-20,465.6797223599405,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12331,2022-10-01,Compound 15-3-20,465.6797223599405,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12333,2022-10-01,Compound 24-2.2-4.5,917.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12334,2022-10-01,Compound 19-0-15,925.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12335,2022-10-01,Compound 25-4-0,955.0,2022-10,10,2022,322.95,647.18,,5.72,633.19,3.333345021
12336,2022-11-01,Calcium Ammonium Nitrate (27.5% N),883.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12337,2022-11-01,Urea (46% N),1014.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12339,2022-11-01,Muriate of Potash (50% K),950.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12340,2022-11-01,Compound 0-10-20,947.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12341,2022-11-01,Compound 0-7-30,951.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12342,2022-11-01,Compound 7-6-17,1008.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12343,2022-11-01,Compound 10-10-20,1007.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12344,2022-11-01,Compound 14-7-14,996.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12345,2022-11-01,Compound 18-6-12,967.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12346,2022-11-01,Compound 24-2.5-10,982.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12347,2022-11-01,Compound 27-2.5-5,977.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12349,2022-11-01,Compound 8-5-18,970.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12350,2022-11-01,Compound 20-4-10,958.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12351,2022-11-01,Sulphate of Ammonia (21%),465.6797223599405,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12353,2022-11-01,Compound 10-5-25,979.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12354,2022-11-01,Compound 13-6-20,465.6797223599405,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12355,2022-11-01,Compound 15-3-20,465.6797223599405,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12357,2022-11-01,Compound 24-2.2-4.5,917.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12358,2022-11-01,Compound 19-0-15,925.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12359,2022-11-01,Compound 25-4-0,955.0,2022-11,11,2022,294.77,578.49,,5.19,553.31,3.078816202
12360,2022-12-01,Calcium Ammonium Nitrate (27.5% N),870.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12361,2022-12-01,Urea (46% N),1000.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12363,2022-12-01,Muriate of Potash (50% K),944.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12364,2022-12-01,Compound 0-10-20,935.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12365,2022-12-01,Compound 0-7-30,940.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12366,2022-12-01,Compound 7-6-17,1006.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12367,2022-12-01,Compound 10-10-20,1002.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12368,2022-12-01,Compound 14-7-14,996.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12369,2022-12-01,Compound 18-6-12,964.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12370,2022-12-01,Compound 24-2.5-10,976.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12371,2022-12-01,Compound 27-2.5-5,970.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12373,2022-12-01,Compound 8-5-18,970.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12374,2022-12-01,Compound 20-4-10,945.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12375,2022-12-01,Sulphate of Ammonia (21%),465.6797223599405,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12377,2022-12-01,Compound 10-5-25,976.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12378,2022-12-01,Compound 13-6-20,465.6797223599405,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12379,2022-12-01,Compound 15-3-20,465.6797223599405,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12381,2022-12-01,Compound 24-2.2-4.5,919.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12382,2022-12-01,Compound 19-0-15,913.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12383,2022-12-01,Compound 25-4-0,941.0,2022-12,12,2022,283.68,491.12,,5.2,485.8,2.840797391
12384,2023-01-01,Calcium Ammonium Nitrate (27.5% N),850.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12385,2023-01-01,Urea (46% N),982.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12387,2023-01-01,Muriate of Potash (50% K),923.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12388,2023-01-01,Compound 0-10-20,911.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12389,2023-01-01,Compound 0-7-30,917.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12390,2023-01-01,Compound 7-6-17,979.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12391,2023-01-01,Compound 10-10-20,981.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12392,2023-01-01,Compound 14-7-14,465.6797223599405,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12393,2023-01-01,Compound 18-6-12,946.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12394,2023-01-01,Compound 24-2.5-10,966.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12395,2023-01-01,Compound 27-2.5-5,958.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12397,2023-01-01,Compound 8-5-18,948.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12398,2023-01-01,Compound 20-4-10,927.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12399,2023-01-01,Sulphate of Ammonia (21%),465.6797223599405,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12401,2023-01-01,Compound 10-5-25,961.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12402,2023-01-01,Compound 13-6-20,465.6797223599405,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12403,2023-01-01,Compound 15-3-20,465.6797223599405,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12405,2023-01-01,Compound 24-2.2-4.5,908.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12406,2023-01-01,Compound 19-0-15,884.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12407,2023-01-01,Compound 25-4-0,921.0,2023-01,1,2023,278.56,412.03,,3.04,472.38,2.815090116
12408,2023-02-01,Calcium Ammonium Nitrate (27.5% N),815.0,2023-02,2,2023,300.95,333.61,,2.22,463.68,2.618985657
12409,2023-02-01,Urea (46% N),905.0,2023-02,2,2023,300.95,333.61,,2.22,463.68,2.618985657
12411,2023-02-01,Muriate of Potash (50% K),874.0,2023-02,2,2023,300.95,333.61,,2.22,463.68,2.618985657
12412,2023-02-01,Compound 0-10-20,870.0,2023-02,2,2023,300.95,333.61,,2.22,463.68,2.618985657
12413,2023-02-01,Compound 0-7-30,870.0,2023-02,2,2023,300.95,333.61,,2.22,463.68,2.618985657
12414,2023-02-01,Compound 7-6-17,949.0,2023-02,2,2023,300.95,333.61,,2.22,463.68,2.618985657
